inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_09063_,A,365.39587,72.635414,365.3958740234375,506.6041259765625,72.63541412353516,794.5520858764648
_13957_,COUT,422.40002,59.09792,422.4000244140625,449.5999755859375,59.09791946411133,808.0895805358887
_09102_,A2,420.56253,72.21875,420.5625305175781,451.4374694824219,72.21875,794.96875
_09095_,C,421.43753,79.67709,421.4375305175781,450.5624694824219,79.67709350585938,787.5104064941406
_09084_,A,420.9167,65.40626,420.91668701171875,451.08331298828125,65.40625762939453,801.7812423706055
_13957_,SUM,413.58337,58.968754,413.5833740234375,458.4166259765625,58.968753814697266,808.2187461853027
_09101_,A,408.43753,72.21875,408.4375305175781,463.5624694824219,72.21875,794.96875
_09093_,A,410.4792,77.27501,410.47918701171875,461.52081298828125,77.27500915527344,789.9124908447266
_09080_,A,408.9792,58.708336,408.97918701171875,463.02081298828125,58.708335876464844,808.4791641235352
_09077_,A,410.50003,65.69792,410.5000305175781,461.4999694824219,65.69792175292969,801.4895782470703
_13958_,COUT,441.40002,79.91042,441.4000244140625,430.5999755859375,79.9104232788086,787.2770767211914
_09102_,B1,423.51462,72.229164,423.5146179199219,448.4853820800781,72.22916412353516,794.9583358764648
_09096_,A2,420.56253,86.09376,420.5625305175781,451.4374694824219,86.09375762939453,781.0937423706055
_09092_,C1,426.43753,79.57292,426.4375305175781,445.5624694824219,79.57292175292969,787.6145782470703
_13958_,SUM,432.58337,79.78126,432.5833740234375,439.4166259765625,79.78125762939453,787.4062423706055
_09102_,A1,421.72296,72.635414,421.72296142578125,450.27703857421875,72.63541412353516,794.5520858764648
_09101_,B,406.56253,72.21875,406.5625305175781,465.4374694824219,72.21875,794.96875
_09095_,A,419.4792,77.27501,419.47918701171875,452.52081298828125,77.27500915527344,789.9124908447266
_09093_,B,411.25003,79.39584,411.2500305175781,460.7499694824219,79.39584350585938,787.7916564941406
_09092_,A1,428.64587,79.57292,428.6458740234375,443.3541259765625,79.57292175292969,787.6145782470703
_09086_,A,430.9167,65.34792,430.91668701171875,441.08331298828125,65.3479232788086,801.8395767211914
_13959_,COUT,428.40002,93.78542,428.4000244140625,443.5999755859375,93.7854232788086,773.4020767211914
_09119_,A1,423.06253,118.90001,423.0625305175781,448.9374694824219,118.90000915527344,748.2874908447266
_09112_,A,417.39587,114.26042,417.3958740234375,454.6041259765625,114.26042175292969,752.9270782470703
_09104_,B1,417.51462,93.04167,417.5146179199219,454.4853820800781,93.04167175292969,774.1458282470703
_13959_,SUM,419.58337,93.65626,419.5833740234375,452.4166259765625,93.65625762939453,773.5312423706055
_09104_,A1,415.72296,93.44792,415.72296142578125,456.27703857421875,93.44792175292969,773.7395782470703
_09096_,A1,421.72296,86.51042,421.72296142578125,450.27703857421875,86.51042175292969,780.6770782470703
_09095_,B,420.25003,79.39584,420.2500305175781,451.7499694824219,79.39584350585938,787.7916564941406
_09093_,C,412.43753,79.67709,412.4375305175781,459.5624694824219,79.67709350585938,787.5104064941406
_09092_,D1,425.3542,79.57292,425.35418701171875,446.64581298828125,79.57292175292969,787.6145782470703
_13960_,COUT,418.40002,128.47293,418.4000244140625,453.5999755859375,128.47293090820312,738.7145690917969
_09118_,C_N,423.31253,113.84376,423.3125305175781,448.6874694824219,113.84375762939453,753.3437423706055
_09117_,B,422.52087,128.13542,422.5208740234375,449.4791259765625,128.1354217529297,739.0520782470703
_09112_,B,418.52087,114.26042,418.5208740234375,453.4791259765625,114.26042175292969,752.9270782470703
_13960_,SUM,409.58337,128.34377,409.5833740234375,462.4166259765625,128.34376525878906,738.8437347412109
_09117_,A,421.39587,128.13542,421.3958740234375,450.6041259765625,128.1354217529297,739.0520782470703
_09114_,B_N,414.57294,120.78126,414.57293701171875,457.42706298828125,120.78125762939453,746.4062423706055
_09105_,A,413.50003,107.32292,413.5000305175781,458.4999694824219,107.32292175292969,759.8645782470703
_13961_,A,143.44792,798.7751,143.4479217529297,728.5520782470703,798.7750854492188,68.41241455078125
_13576_,A2,153.56252,793.7188,153.56251525878906,718.4374847412109,793.7188110351562,73.46868896484375
_13572_,B1,153.62502,766.4834,153.62501525878906,718.3749847412109,766.4833984375,100.7041015625
_12097_,B,156.39584,787.1459,156.39584350585938,715.6041564941406,787.1458740234375,80.0416259765625
_09225_,Y,156.51044,801.2813,156.51043701171875,715.4895629882812,801.2813110351562,65.90618896484375
_13961_,B,143.275,801.2188,143.27499389648438,728.7250061035156,801.2188110351562,65.96868896484375
_12100_,B,150.39584,801.0209,150.39584350585938,721.6041564941406,801.0208740234375,66.1666259765625
_09751_,Y,144.39583,808.2188,144.3958282470703,727.6041717529297,808.2188110351562,58.96868896484375
_13961_,COUT,147.4,801.41046,147.39999389648438,724.6000061035156,801.4104614257812,65.77703857421875
_13595_,A_N,123.97917,807.9584,123.97917175292969,748.0208282470703,807.9583740234375,59.2291259765625
_13594_,B,123.62501,801.073,123.62500762939453,748.3749923706055,801.072998046875,66.114501953125
_09299_,C_N,117.76042,814.698,117.76042175292969,754.2395782470703,814.697998046875,52.489501953125
_09229_,B,132.55208,815.3021,132.5520782470703,739.4479217529297,815.3021240234375,51.8853759765625
_07422_,C_N,117.31251,807.5938,117.31250762939453,754.6874923706055,807.5938110351562,59.59368896484375
_13961_,SUM,138.58333,801.2813,138.5833282470703,733.4166717529297,801.2813110351562,65.90618896484375
_13587_,A1,68.4375,780.2605,68.4375,803.5625,780.260498046875,86.927001953125
_13578_,A,65.979164,794.0834,65.97916412353516,806.0208358764648,794.0833740234375,73.1041259765625
_13248_,A1,94.43751,772.9063,94.43750762939453,777.5624923706055,772.9063110351562,94.28118896484375
_09146_,C1,241.43752,765.9688,241.43751525878906,630.5624847412109,765.9688110351562,101.21868896484375
_09141_,B1,243.5146,772.91675,243.5146026611328,628.4853973388672,772.916748046875,94.270751953125
_13963_,A,158.44794,701.6501,158.44793701171875,713.5520629882812,701.6500854492188,165.53741455078125
_13962_,A,64.44792,729.4001,64.44792175292969,807.5520782470703,729.4000854492188,137.78741455078125
_13575_,A1,166.64584,766.3855,166.64584350585938,705.3541564941406,766.385498046875,100.802001953125
_13244_,A,171.43752,759.0313,171.43751525878906,700.5624847412109,759.0313110351562,108.15618896484375
_12964_,A1,213.72293,766.3855,213.72293090820312,658.2770690917969,766.385498046875,100.802001953125
_12314_,A1,381.56253,738.5834,381.5625305175781,490.4374694824219,738.5833740234375,128.6041259765625
_09204_,A,39.97917,766.3334,39.97917175292969,832.0208282470703,766.3333740234375,100.8541259765625
_09203_,Y,382.84796,731.9063,382.84796142578125,489.15203857421875,731.9063110351562,135.28118896484375
_13962_,COUT,68.4,732.03546,68.4000015258789,803.5999984741211,732.0354614257812,135.15203857421875
_12969_,B1,61.514587,724.35425,61.51458740234375,810.4854125976562,724.354248046875,142.833251953125
_12513_,B1,69.51459,724.35425,69.51458740234375,802.4854125976562,724.354248046875,142.833251953125
_12483_,A1,69.722916,710.8855,69.72291564941406,802.2770843505859,710.885498046875,156.302001953125
_11642_,A,82.48334,710.7084,82.48333740234375,789.5166625976562,710.7083740234375,156.4791259765625
_11697_,A1,166.43752,710.8334,166.43751525878906,705.5624847412109,710.8333740234375,156.3541259765625
_11742_,A,168.91669,738.3438,168.91668701171875,703.0833129882812,738.3438110351562,128.84368896484375
_12482_,A,53.47917,715.5251,53.47917175292969,818.5208282470703,715.5250854492188,151.66241455078125
_12513_,A1,67.722916,724.7605,67.72291564941406,804.2770843505859,724.760498046875,142.427001953125
_12961_,C1,161.45834,745.1563,161.45834350585938,710.5416564941406,745.1563110351562,122.03118896484375
_12962_,A1,155.70834,752.0938,155.70834350585938,716.2916564941406,752.0938110351562,115.09368896484375
_12969_,A1,59.72292,724.7605,59.72291946411133,812.2770805358887,724.760498046875,142.427001953125
_13567_,A,149.5,752.5105,149.5,722.5,752.510498046875,114.677001953125
_13568_,A,163.50002,752.5105,163.50001525878906,708.4999847412109,752.510498046875,114.677001953125
_13962_,SUM,59.583336,731.9063,59.583335876464844,812.4166641235352,731.9063110351562,135.28118896484375
_12516_,A2,83.64584,716.6355,83.64584350585938,788.3541564941406,716.635498046875,150.552001953125
_13963_,B,158.27501,704.0938,158.27500915527344,713.7249908447266,704.0938110351562,163.09368896484375
_12968_,A1,160.00002,662.2709,160.00001525878906,711.9999847412109,662.2708740234375,204.9166259765625
_12931_,B,181.5521,676.5521,181.55209350585938,690.4479064941406,676.5521240234375,190.6353759765625
_12218_,A1,424.70837,696.5938,424.7083740234375,447.2916259765625,696.5938110351562,170.59368896484375
_09169_,Y,165.51044,697.2188,165.51043701171875,706.4895629882812,697.2188110351562,169.96868896484375
_13963_,COUT,162.40001,704.28546,162.40000915527344,709.5999908447266,704.2854614257812,162.90203857421875
_11697_,B1_N,161.71877,710.9896,161.71876525878906,710.2812347412109,710.9896240234375,156.1978759765625
_13963_,SUM,153.58334,704.1563,153.58334350585938,718.4166564941406,704.1563110351562,163.03118896484375
_13964_,A,33.447918,757.1501,33.44791793823242,838.5520820617676,757.1500854492188,110.03741455078125
_09204_,Y,41.395836,766.5938,41.395835876464844,830.6041641235352,766.5938110351562,100.59368896484375
_13964_,COUT,37.4,759.78546,37.400001525878906,834.5999984741211,759.7854614257812,107.40203857421875
_12982_,A,42.520836,752.5105,42.520835876464844,829.4791641235352,752.510498046875,114.677001953125
_12970_,A,44.500004,759.0313,44.500003814697266,827.4999961853027,759.0313110351562,108.15618896484375
_11744_,A,31.604168,752.4584,31.604167938232422,840.3958320617676,752.4583740234375,114.7291259765625
_13964_,SUM,28.583336,759.6563,28.583335876464844,843.4166641235352,759.6563110351562,107.53118896484375
_13966_,A,169.44794,701.6501,169.44793701171875,702.5520629882812,701.6500854492188,165.53741455078125
_13965_,A,153.44794,715.5251,153.44793701171875,718.5520629882812,715.5250854492188,151.66241455078125
_13564_,C1,146.75,682.9063,146.75,725.25,682.9063110351562,184.28118896484375
_13235_,A1,219.56252,676.198,219.56251525878906,652.4374847412109,676.197998046875,190.989501953125
_12937_,A0,209.6146,683.1355,209.61459350585938,662.3854064941406,683.135498046875,184.052001953125
_12304_,A,387.6042,710.8334,387.60418701171875,484.39581298828125,710.8333740234375,156.3541259765625
_09214_,A,146.97917,710.8334,146.9791717529297,725.0208282470703,710.8333740234375,156.3541259765625
_09213_,Y,387.84796,683.3438,387.84796142578125,484.15203857421875,683.3438110351562,183.84368896484375
_13965_,COUT,157.40001,718.16046,157.40000915527344,714.5999908447266,718.1604614257812,149.02703857421875
_12958_,B1,156.5146,724.35425,156.5146026611328,715.4853973388672,724.354248046875,142.833251953125
_12513_,A2,66.5625,724.3438,66.5625,805.4375,724.3438110351562,142.84368896484375
_12481_,B1,111.56251,717.9271,111.56250762939453,760.4374923706055,717.9271240234375,149.2603759765625
_11641_,A,169.43752,717.823,169.43751525878906,702.5624847412109,717.822998046875,149.364501953125
_11694_,A,163.56252,717.7709,163.56251525878906,708.4374847412109,717.7708740234375,149.4166259765625
_11741_,A,155.50002,731.2813,155.50001525878906,716.4999847412109,731.2813110351562,135.90618896484375
_12481_,A1,112.60417,717.9271,112.60417175292969,759.3958282470703,717.9271240234375,149.2603759765625
_12516_,A1,82.56251,717.9271,82.56250762939453,789.4374923706055,717.9271240234375,149.2603759765625
_12929_,C1,144.4375,724.3438,144.4375,727.5625,724.3438110351562,142.84368896484375
_12930_,A1,147.72292,724.7605,147.72291564941406,724.2770843505859,724.760498046875,142.427001953125
_12933_,A,144.5,717.823,144.5,727.5,717.822998046875,149.364501953125
_12958_,A1,154.72293,724.7605,154.72293090820312,717.2770690917969,724.760498046875,142.427001953125
_13965_,SUM,148.58334,718.0313,148.58334350585938,723.4166564941406,718.0313110351562,149.15618896484375
_13966_,B,169.27501,704.0938,169.27500915527344,702.7249908447266,704.0938110351562,163.09368896484375
_12954_,A1,173.00002,662.2709,173.00001525878906,698.9999847412109,662.2708740234375,204.9166259765625
_12383_,A2,205.56252,654.9688,205.56251525878906,666.4374847412109,654.9688110351562,212.21868896484375
_12212_,A1,437.72296,710.8855,437.72296142578125,434.27703857421875,710.885498046875,156.302001953125
_09758_,A,174.97919,710.8334,174.97918701171875,697.0208129882812,710.8333740234375,156.3541259765625
_09135_,Y,208.95834,662.5313,208.95834350585938,663.0416564941406,662.5313110351562,204.65618896484375
_13966_,COUT,173.40001,704.28546,173.40000915527344,698.5999908447266,704.2854614257812,162.90203857421875
_11696_,B1,170.5146,710.47925,170.5146026611328,701.4853973388672,710.479248046875,156.708251953125
_13966_,SUM,164.58334,704.1563,164.58334350585938,707.4166564941406,704.1563110351562,163.03118896484375
_13967_,A,156.44794,708.5876,156.44793701171875,715.5520629882812,708.5875854492188,158.59991455078125
_09214_,Y,148.39583,711.0938,148.3958282470703,723.6041717529297,711.0938110351562,156.09368896484375
_13967_,COUT,160.40001,711.22296,160.40000915527344,711.5999908447266,711.2229614257812,155.96453857421875
_12957_,A,158.60419,731.6459,158.60418701171875,713.3958129882812,731.6458740234375,135.5416259765625
_12527_,A2,162.6146,738.7396,162.61459350585938,709.3854064941406,738.7396240234375,128.4478759765625
_12526_,B,163.91669,745.1563,163.91668701171875,708.0833129882812,745.1563110351562,122.03118896484375
_11743_,A1,154.70834,738.2188,154.70834350585938,717.2916564941406,738.2188110351562,128.96868896484375
_13967_,SUM,151.58334,711.0938,151.58334350585938,720.4166564941406,711.0938110351562,156.09368896484375
_13968_,COUT,187.40001,725.09796,187.40000915527344,684.5999908447266,725.0979614257812,142.08953857421875
_12515_,B1,174.56252,724.8646,174.56251525878906,697.4374847412109,724.8646240234375,142.3228759765625
_13968_,SUM,178.58334,724.9688,178.58334350585938,693.4166564941406,724.9688110351562,142.21868896484375
_12525_,B,167.39584,724.7084,167.39584350585938,704.6041564941406,724.7083740234375,142.4791259765625
_12515_,A2,177.12502,722.4626,177.12501525878906,694.8749847412109,722.4625854492188,144.72491455078125
_11695_,A2,183.19168,711.9896,183.19168090820312,688.8083190917969,711.9896240234375,155.1978759765625
_11641_,C,166.72293,717.823,166.72293090820312,705.2770690917969,717.822998046875,149.364501953125
_13969_,B,193.27501,724.9063,193.27500915527344,678.7249908447266,724.9063110351562,142.28118896484375
_12188_,A1,430.70837,724.3438,430.7083740234375,441.2916259765625,724.3438110351562,142.84368896484375
_09198_,Y,238.39584,724.9688,238.39584350585938,633.6041564941406,724.9688110351562,142.21868896484375
_13969_,COUT,197.40001,725.09796,197.40000915527344,674.5999908447266,725.0979614257812,142.08953857421875
_11695_,B1_N,179.71877,710.9896,179.71876525878906,692.2812347412109,710.9896240234375,156.1978759765625
_13969_,SUM,188.58334,724.9688,188.58334350585938,683.4166564941406,724.9688110351562,142.21868896484375
_13970_,COUT,186.40001,732.03546,186.40000915527344,685.5999908447266,732.0354614257812,135.15203857421875
_12956_,A1,166.43752,731.6459,166.43751525878906,705.5624847412109,731.6458740234375,135.5416259765625
_12526_,A,165.52084,745.573,165.52084350585938,706.4791564941406,745.572998046875,121.614501953125
_13970_,SUM,177.58334,731.9063,177.58334350585938,694.4166564941406,731.9063110351562,135.28118896484375
_13972_,A,82.44792,694.7126,82.44792175292969,789.5520782470703,694.7125854492188,172.47491455078125
_13971_,A,77.447914,708.5876,77.44791412353516,794.5520858764648,708.5875854492188,158.59991455078125
_13584_,A1,72.645836,794.1355,72.64583587646484,799.3541641235352,794.135498046875,73.052001953125
_13247_,A,82.43751,765.9688,82.43750762939453,789.5624923706055,765.9688110351562,101.21868896484375
_12317_,A1,380.72296,787.198,380.72296142578125,491.27703857421875,787.197998046875,79.989501953125
_09244_,A,75.97917,759.3959,75.97917175292969,796.0208282470703,759.3958740234375,107.7916259765625
